Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
Aakhri Baazi,1989.0,149.0,Action,4.1,53.0,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,5.543406229290921,5.471428571428571,5.429166666666667,6.166666666666667,4.942857142857143
Aakhri Badla,1989.0,120.0,Action,5.0,21.0,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,5.543406229290921,5.0,5.65,5.566666666666666,6.08
Aakhri Ghulam,1989.0,171.0,Action,4.9,34.0,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher,5.543406229290921,5.36,5.34078947368421,4.9,5.445454545454545
Aakhri Kasam,1979.0,126.0,Action,6.3,7.0,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali,5.543406229290921,6.3,6.3,6.411111111111111,6.56
Aakhri Khat,1966.0,153.0,Drama,6.9,122.0,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty,6.271282051282052,7.016666666666667,6.6,6.9,6.9
Aakhri Sangam,1990.0,160.0,Action,7.3,39.0,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian,5.543406229290921,7.3,5.65,7.3,7.3
Aakhri Sanghursh,1997.0,138.0,Action,2.8,17.0,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna,5.543406229290921,5.4799999999999995,2.8,4.8,4.7
Aakraman,1975.0,139.0,Drama,6.3,44.0,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan,6.271282051282052,5.62,6.5458823529411765,6.673913043478261,6.573333333333333
Aakrosh,1980.0,144.0,Crime,7.9,887.0,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri,6.17,7.236363636363635,6.185365853658537,6.261904761904762,5.959090909090909
Aalaap,2012.0,116.0,Sci-Fi,5.4,26.0,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit,6.325,5.4,4.85,7.05,5.4
Aalavandhan,2001.0,177.0,Action,7.2,2192.0,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala,5.543406229290921,5.8875,6.71,5.164,6.021428571428571
Aalwar,2007.0,152.0,Action,3.0,922.0,Chella,Ajith Kumar,Asin Thottumkal,Vivek,5.543406229290921,3.0,4.65,4.85,3.7
Aamaar Bhuvan,2018.0,107.0,Drama,7.7,72.0,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen,6.271282051282052,7.222222222222222,7.7,6.514285714285714,7.7
Aamdani Atthanni Kharcha Rupaiya,2001.0,150.0,Comedy,4.8,1238.0,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla,5.838155136268345,5.553333333333333,4.8,5.0473684210526315,5.6571428571428575
Aamir,2008.0,99.0,Action,7.7,10862.0,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala,5.543406229290921,6.5200000000000005,5.914285714285714,6.45,7.7
Aamne - Saamne,1967.0,163.0,Crime,6.5,81.0,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra,6.17,5.685714285714285,6.313513513513513,7.003333333333333,6.253333333333333
Aamne Samne,1982.0,143.0,Action,6.4,53.0,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta,5.543406229290921,5.471428571428571,5.34078947368421,6.640000000000001,6.133333333333333
Aan Aur Shaan,1984.0,130.0,Drama,6.4,37.0,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor,6.271282051282052,6.666666666666667,5.955813953488373,6.166666666666667,5.872727272727272
Aan Milo Sajna,1970.0,177.0,Drama,6.4,211.0,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna,6.271282051282052,5.966666666666666,6.6,6.8307692307692305,6.083333333333333
Aan,2004.0,149.0,Action,5.7,2907.0,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty,5.543406229290921,6.1000000000000005,5.474647887323943,5.785185185185185,5.872727272727272
Aanch,2003.0,160.0,Drama,5.6,102.0,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer,6.271282051282052,4.575,4.975,5.6,5.6
Aanchal,1980.0,138.0,Action,6.4,58.0,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha,5.543406229290921,6.283333333333334,6.6,6.027777777777778,6.3
Aandhi,1975.0,133.0,Drama,8.1,1406.0,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri,6.271282051282052,7.552941176470589,7.699999999999999,6.673913043478261,6.7
Aandhi-Toofan,1985.0,144.0,Drama,6.1,49.0,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa,6.271282051282052,5.327272727272727,6.313513513513513,6.2318181818181815,5.909523809523809
Aandhiyan,1952.0,136.0,Drama,7.4,30.0,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik,6.271282051282052,7.016666666666667,6.709803921568628,6.985714285714286,7.35
Aani Maani,2019.0,94.0,Drama,6.6,15.0,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh,6.271282051282052,6.6,6.6,6.6,6.6
Aankhen,1993.0,170.0,Action,6.7,1898.0,David Dhawan,Govinda,Chunky Panday,Raj Babbar,5.543406229290921,5.258333333333334,4.822916666666667,5.766666666666667,5.661904761904762
Aankhon Aankhon Mein,1972.0,154.0,Drama,6.4,28.0,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev,6.271282051282052,6.4,6.261904761904762,6.066666666666666,6.9
Aansoo Aur Muskan,1970.0,150.0,Comedy,6.5,24.0,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep,5.838155136268345,6.25,5.9125,6.5200000000000005,6.6
Aao Pyaar Karen,1994.0,141.0,Romance,4.2,160.0,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali,5.624503311258278,5.566666666666666,5.5,5.1,3.95
Aao Wish Karein,2009.0,140.0,Comedy,5.1,584.0,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri,5.838155136268345,5.1,4.766666666666667,5.1,5.357142857142857
Aap Aye Bahaar Ayee,1971.0,119.0,Comedy,6.6,80.0,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra,5.838155136268345,6.107692307692308,6.457142857142857,7.2625,6.253333333333333
Aap Beati,1976.0,145.0,Drama,5.7,32.0,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar,6.271282051282052,6.107692307692308,6.313513513513513,6.2318181818181815,6.0
Aap Ki Kasam,1974.0,153.0,Romance,7.0,420.0,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar,5.624503311258278,5.62,6.6,6.555,6.742857142857143
Aap Ki Khatir,1977.0,115.0,Action,6.3,27.0,Sudhendu Roy,Vinod Khanna,Rekha,Nadira,5.543406229290921,6.8999999999999995,5.758064516129032,5.821276595744681,6.640000000000001
Aap Ki Parchhaiyan,1964.0,128.0,Drama,6.3,39.0,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi,6.271282051282052,6.107692307692308,5.924691358024691,7.25,6.8
Aap Mujhe Achche Lagne Lage,2002.0,180.0,Action,3.1,2366.0,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar,5.543406229290921,4.7875,6.257894736842106,4.1125,5.0
Aap To Aise Na The,1980.0,145.0,Romance,5.6,38.0,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar,5.624503311258278,5.0600000000000005,5.78421052631579,5.791666666666667,5.75
Aapas Ki Baat,1981.0,148.0,Action,5.2,17.0,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor,5.543406229290921,5.62,4.375,5.311764705882353,5.442857142857143
Aapko Pehle Bhi Kahin Dekha Hai,2003.0,145.0,Action,4.5,273.0,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal,5.543406229290921,5.67,6.3500000000000005,4.5,5.58
Aar Paar,1985.0,125.0,Action,6.1,44.0,Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt,5.543406229290921,6.64375,5.34078947368421,6.1,6.7
Aar Ya Paar,1997.0,180.0,Thriller,6.1,230.0,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri,5.382558139534884,6.8,5.247222222222223,5.15,6.1
Aarakshan,2011.0,164.0,Drama,6.2,5170.0,Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee,6.271282051282052,6.661538461538461,6.122340425531915,5.970000000000001,5.954545454545454
Aarop,1974.0,129.0,Drama,6.7,13.0,Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra,6.271282051282052,5.763636363636364,5.758064516129032,6.605882352941176,6.033333333333333
Aar-Paar,1954.0,146.0,Musical,6.6,250.0,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi,6.116470588235294,7.428571428571429,6.324999999999999,7.383333333333333,7.1
Aarti,1962.0,156.0,Family,6.6,67.0,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar,6.32,6.833333333333333,6.5458823529411765,6.515789473684211,6.4799999999999995
Aarya,2007.0,157.0,Action,4.6,191.0,Balasekaran,Bhavana,Madhavan,Prakash Raj,5.543406229290921,4.6,4.6,6.257142857142857,4.933333333333333
Aarzoo,1999.0,175.0,Drama,5.4,1445.0,Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan,6.271282051282052,4.925,6.0,5.564285714285715,5.800000000000001
Aasha,1957.0,171.0,Comedy,6.5,23.0,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran,5.838155136268345,5.783333333333334,6.378571428571428,6.325,6.39811320754717
Aashayein,2010.0,120.0,Drama,7.1,1259.0,Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad,6.271282051282052,6.99,6.279999999999999,7.1,6.525
Aashiq,1962.0,150.0,Romance,6.7,64.0,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda,5.624503311258278,7.266666666666667,6.92,6.333333333333333,6.528571428571429
Aashiq Banaya Aapne,2005.0,115.0,Drama,4.3,1569.0,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood,6.271282051282052,5.04,5.504347826086956,3.733333333333333,5.6125
Aashiq Hoon Baharon Ka,1977.0,136.0,Romance,5.5,85.0,J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa,5.624503311258278,5.62,6.6,6.411538461538461,5.909523809523809
Aashiqui,1990.0,152.0,Musical,6.3,1661.0,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill,6.116470588235294,5.726470588235294,5.75,5.85,4.58
Aashiqui 2,2013.0,132.0,Drama,7.0,27357.0,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa,6.271282051282052,6.15,6.04,5.75,5.866666666666667
Aashirwad,1968.0,146.0,Drama,7.3,203.0,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal,6.271282051282052,7.266666666666667,6.5458823529411765,6.673913043478261,7.6000000000000005
Aashmani Jawaharat,2014.0,132.0,Drama,6.1,10.0,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik,6.271282051282052,6.1,6.1,6.1,6.1
Aasma,2018.0,105.0,Action,5.2,8.0,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja,5.543406229290921,5.2,6.65,5.2,6.35
Aasmaan,1984.0,145.0,Drama,4.8,12.0,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani,6.271282051282052,3.9,5.75,4.6,6.16
Aasmaan Mahal,1965.0,172.0,Drama,5.5,6.0,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha,6.271282051282052,6.508333333333333,6.2125,5.5,6.35
Aasmaan Se Gira,1992.0,88.0,Adventure,6.8,56.0,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher,6.188,5.922222222222222,6.8,6.416666666666667,5.445454545454545
Aasoo Bane Angaarey,1993.0,150.0,Action,4.5,88.0,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar,5.543406229290921,5.45,5.389411764705883,5.976190476190476,5.0
Aasra,1966.0,161.0,Drama,7.2,32.0,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni,6.271282051282052,6.7823529411764705,6.62,6.533333333333333,6.841666666666666
Aastha,1997.0,132.0,Drama,6.4,172.0,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur,6.271282051282052,6.9799999999999995,5.442857142857143,5.907692307692307,6.8
Aatank,1996.0,113.0,Action,3.9,99.0,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra,5.543406229290921,4.05,3.9,5.933333333333334,5.25
Aatank Hi Aatank,1995.0,155.0,Action,5.2,776.0,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla,5.543406229290921,5.2,6.104,6.7,5.6571428571428575
Aathi,2006.0,167.0,Action,4.4,2166.0,Ramana,Joseph Vijay,Trisha Krishnan,Vivek,5.543406229290921,3.8000000000000003,4.720000000000001,4.933333333333334,3.7
Aatish,1979.0,139.0,Action,4.5,16.0,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar,5.543406229290921,5.0600000000000005,5.389411764705883,5.986666666666666,4.5
Aatma,2006.0,107.0,Crime,4.2,79.0,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh,6.17,4.45,4.5,5.15,4.2
Aavida Maa Aavide,1998.0,153.0,Comedy,6.4,170.0,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal,5.838155136268345,6.35,6.279999999999999,5.861111111111111,5.550000000000001
Aavishkar,1974.0,107.0,Drama,7.0,213.0,Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore,Dina Pathak,6.271282051282052,6.9799999999999995,6.6,7.003333333333333,6.82
Aawaz,1956.0,146.0,Romance,5.1,7.0,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran,5.624503311258278,6.366666666666667,6.025,5.1,7.05
Aaya Toofan,1964.0,128.0,Action,6.1,14.0,Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen,5.543406229290921,6.44,6.1,5.933333333333334,6.025
Aaye Din Bahar Ke,1966.0,170.0,Musical,6.6,109.0,Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni,6.116470588235294,6.4,6.8,6.275,6.841666666666666
Aazaan,2011.0,125.0,Action,4.4,346.0,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar,5.543406229290921,3.25,4.866666666666667,4.4,5.45
Aazmayish,1995.0,147.0,Action,5.0,35.0,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra,5.543406229290921,5.6000000000000005,5.6000000000000005,5.0,5.25
Ab Ayega Mazaa,1984.0,128.0,Comedy,6.6,85.0,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra,5.838155136268345,5.922222222222222,6.5,6.5,7.057142857142857
Ab Dilli Dur Nahin,1957.0,133.0,Drama,7.6,80.0,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob,6.271282051282052,7.175,7.6,6.866666666666667,6.866666666666667
Ab Hoga Dharna Unlimited,2012.0,78.0,Comedy,4.0,6.0,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri,5.838155136268345,4.0,4.0,4.0,3.6
Ab Insaf Hoga,1995.0,125.0,Action,4.8,32.0,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin,5.543406229290921,5.766666666666667,5.442857142857143,5.651515151515151,6.566666666666666
Ab Tak Chhappan,2004.0,129.0,Action,7.8,8379.0,Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma,5.543406229290921,7.833333333333333,6.333333333333333,6.8999999999999995,6.6571428571428575
Ab Tak Chhappan 2,2015.0,106.0,Action,5.8,1344.0,Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag,5.543406229290921,5.8,6.333333333333333,5.5,6.640000000000001
Ab To Aaja Saajan Mere,1994.0,127.0,Drama,4.0,6.0,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor,6.271282051282052,4.0,4.0,4.0,4.0
Ab Tumhare Hawale Watan Saathiyo,2004.0,193.0,Action,4.6,1494.0,Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar,5.543406229290921,5.730769230769231,5.449999999999999,6.504166666666666,5.1499999999999995
Ab,2004.0,137.0,Romance,3.2,74.0,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi,5.624503311258278,3.2,3.2,4.45,4.433333333333334
ABCD ,2013.0,160.0,Drama,6.3,6458.0,Remo D'Souza,Prabhu Deva,Ganesh Acharya,Kay Kay Menon,6.271282051282052,4.133333333333334,5.85,6.3,5.220000000000001
Abdullah,1980.0,136.0,Action,6.4,189.0,Sanjay Khan,Raj Kapoor,Sanjay Khan,Sanjeev Kumar,5.543406229290921,6.050000000000001,6.92,6.3,6.742857142857143
Abe Hayat,1955.0,140.0,Action,4.8,21.0,Ramanlal Desai,Prem Nath,Ameeta,Shashikala,5.543406229290921,4.8,6.0,6.233333333333333,6.828571428571428
Abhay,1995.0,127.0,Fantasy,7.0,64.0,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani,6.2,7.0,7.0,7.0,7.0
Abhi To Jee Lein,1977.0,135.0,Action,5.4,10.0,Roshan Taneja,Jaya Bachchan,Danny Denzongpa,Simi Garewal,5.543406229290921,5.4,5.625,6.214285714285714,6.942857142857143
Abhilasha,1968.0,141.0,Drama,6.8,24.0,Amit Bose,Meena Kumari,Nanda,Sanjay Khan,6.271282051282052,6.8,6.8999999999999995,6.6066666666666665,7.3
Abhimaan,1973.0,122.0,Drama,7.9,2665.0,Hrishikesh Mukherjee,Amitabh Bachchan,Jaya Bachchan,Asrani,6.271282051282052,7.266666666666667,6.122340425531915,7.10625,5.888
Abhimanyu,1991.0,140.0,Crime,7.0,326.0,Priyadarshan,Mohanlal,Shankar,Ajayan Adoor,6.17,6.1521739130434785,7.08,7.0,7.0
Abhinetri,1970.0,154.0,Drama,6.7,70.0,Subodh Mukherji,Shashi Kapoor,Hema Malini,Deb Mukherjee,6.271282051282052,6.7125,6.313513513513513,6.2318181818181815,7.050000000000001
Abodh,1984.0,132.0,Drama,5.8,109.0,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma,6.271282051282052,6.2,6.5,5.976190476190476,5.8
Accident on Hill Road,2010.0,105.0,Crime,4.0,284.0,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh,6.17,4.0,6.6,3.225,5.075
Achanak,1973.0,96.0,Crime,6.8,213.0,Gulzar,Vinod Khanna,Om Shivpuri,Lily Chakravarty,6.17,7.552941176470589,5.758064516129032,6.8,7.15
Achhut Kanya,1936.0,142.0,Drama,6.5,114.0,Franz Osten,Devika Rani,Ashok Kumar,Monorama,6.271282051282052,6.2,6.25,6.386956521739131,6.5
Acid Factory,2009.0,108.0,Action,5.0,677.0,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee,5.543406229290921,5.35,4.311111111111111,4.85,5.954545454545454
Action,2019.0,158.0,Action,4.5,858.0,Sundar C.,Vishal,Tamannaah Bhatia,Aishwarya Lekshmi,5.543406229290921,5.275,5.466666666666666,4.5,4.5
Action Jackson,2014.0,144.0,Action,3.3,3461.0,Prabhu Deva,Prabhas,Ajay Devgn,Sonakshi Sinha,5.543406229290921,4.37,3.3,4.975,3.6199999999999997
Action Replayy,2010.0,129.0,Comedy,4.2,5814.0,Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Aditya Roy Kapoor,5.838155136268345,4.7,5.474647887323943,5.786666666666666,5.65
Ada,2010.0,120.0,Action,3.6,49.0,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy,5.543406229290921,3.6,3.6,5.1571428571428575,4.3
Adalat,1958.0,139.0,Drama,6.9,36.0,Kalidas,Nargis,Pradeep Kumar,Pran,6.271282051282052,5.728571428571429,7.447619047619048,6.753333333333333,6.39811320754717
Adhi Raat Ke Baad,1965.0,137.0,Action,6.6,28.0,Nanabhai Bhatt,Ashok Kumar,Ragini,Sailesh Kumar,5.543406229290921,5.9375,6.5458823529411765,6.3,5.866666666666667
Adhikar,1954.0,126.0,Comedy,6.7,13.0,Mohan Segal,Usha Kiran,Kishore Kumar,Yashodra Katju,5.838155136268345,6.816666666666666,6.7,6.325,6.7
Adhipathi,2001.0,151.0,Action,5.4,533.0,Ravi Raja,Nagarjuna Akkineni,Ali,Mohan Babu,5.543406229290921,5.4,6.279999999999999,4.9,5.4
Adhura Sapna,2007.0,88.0,Drama,4.7,11.0,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake,6.271282051282052,4.7,4.7,4.7,4.7
Adhurs,2010.0,150.0,Action,6.8,2393.0,V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara,Sheela Kaur,5.543406229290921,6.8,6.8,5.279999999999999,6.8
Adi Shankaracharya,1983.0,130.0,Biography,7.3,240.0,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt,6.674025974025974,6.949999999999999,7.366666666666667,7.3,7.3
Adil-E-Jahangir,1955.0,150.0,Drama,5.0,8.0,G.P. Sippy,Pradeep Kumar,Meena Kumari,D.K. Sapru,6.271282051282052,5.8,5.928571428571429,6.515789473684211,5.0
Adisaya Piravi,1990.0,145.0,Action,6.9,335.0,S.P. Muthuraman,Rajinikanth,Chinnijayanth,Jai Ganesh,5.543406229290921,6.2700000000000005,6.104,6.9,6.9
Adrishya,2017.0,106.0,Drama,3.3,102.0,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar,6.271282051282052,3.3,3.3,3.3,4.55
Adutha Varisu,1983.0,122.0,Drama,5.5,76.0,S.P. Muthuraman,Rajinikanth,Sridevi,Varalakshmi S.,6.271282051282052,6.2700000000000005,6.104,5.934782608695652,7.0
Adventure Kids Hindi Film,2019.0,120.0,Adventure,6.6,12.0,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi,Prachita Gujar,6.188,6.6,7.3999999999999995,6.6,6.6
Adventures of Aladdin,1978.0,151.0,Adventure,4.7,7.0,Homi Wadia,Nazneen,Jayshree T.,Raza Murad,6.188,5.49,4.7,4.7,5.1
Adventures of Ali-Baba and the Forty Thieves,1980.0,153.0,Action,6.2,506.0,Latif Faiziyev,Umesh Mehra,Dharmendra,Hema Malini,5.543406229290921,6.2,6.2,6.275,6.36
Adventures of Tarzan,1985.0,135.0,Action,4.6,140.0,Babbar Subhash,Kimi Katkar,Dalip Tahil,Om Shivpuri,5.543406229290921,5.327272727272727,4.6,5.233333333333333,6.7
Ae Dil Hai Mushkil,2016.0,158.0,Drama,5.8,21661.0,Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan,Anushka Sharma,6.271282051282052,6.699999999999999,6.799999999999999,5.786666666666666,6.275
Aetbaar,2004.0,152.0,Action,4.6,1013.0,Vikram Bhatt,Amitabh Bachchan,John Abraham,Bipasha Basu,5.543406229290921,4.7875,6.122340425531915,5.38,5.37
Aflatoon,1997.0,153.0,Action,4.5,1261.0,Guddu Dhanoa,Akshay Kumar,Urmila Matondkar,Anupam Kher,5.543406229290921,4.87,5.474647887323943,5.30625,5.445454545454545
Africadalli Sheela,1986.0,134.0,Adventure,6.6,18.0,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha,B.S. Dwarakish,6.188,5.5875,4.875,5.225,6.6
Afsana,1966.0,134.0,Drama,6.5,12.0,Brij,Ashok Kumar,Pradeep Kumar,Padmini,6.271282051282052,6.827272727272727,6.5458823529411765,6.753333333333333,6.7
Afsana Dilwalon Ka,2001.0,195.0,Drama,3.6,1025.0,J. Om Prakash,Aashish Kaul,Juni,Rahul Roy,6.271282051282052,5.62,3.6,3.6,4.3
Afsana Pyar Ka,1991.0,145.0,Drama,5.9,783.0,M.R. Shahjahan,Aamir Khan,Neelam Kothari,Deepak Tijori,6.271282051282052,5.9,6.906896551724138,5.344444444444445,6.171428571428572
Afsar,1950.0,121.0,Comedy,7.1,19.0,Chetan Anand,Dev Anand,Suraiya,Ruma Guha Thakurta,5.838155136268345,7.016666666666667,6.709803921568628,6.7,6.65
After the Third Bell,2014.0,92.0,Crime,6.3,43.0,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma,Sukhesh Arora,6.17,6.3,6.3,6.3,6.3
Agar Tum Na Hote,1983.0,161.0,Drama,6.4,152.0,Lekh Tandon,Rajesh Khanna,Rekha,Raj Babbar,6.271282051282052,6.722222222222222,6.6,5.821276595744681,5.661904761904762
Agathiyar,1972.0,153.0,Adventure,6.6,30.0,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu,Devagi,6.188,6.6,6.6,6.6,6.6
Agent Vinod,1977.0,139.0,Action,5.7,84.0,Deepak Bahry,Mahendra Sandhu,Asha Sachdev,Iftekhar,5.543406229290921,4.808333333333334,6.075,5.7,6.266666666666667
Aghaat,1985.0,138.0,Drama,7.1,120.0,Govind Nihalani,Om Puri,Bharat Gopy,Pankaj Kapur,6.271282051282052,7.236363636363635,6.513333333333334,7.1,6.583333333333333
Agnee,1988.0,153.0,Action,5.1,29.0,J. Om Prakash,Mithun Chakraborty,Chunky Panday,Amrita Singh,5.543406229290921,5.62,5.34078947368421,5.766666666666667,5.153333333333333
Agnee Morcha,1997.0,142.0,Action,3.1,14.0,Raju Chouhan,Aparajita,Birbal,Dharmendra,5.543406229290921,3.1,4.775,5.390909090909091,5.25
Agneekaal,1990.0,161.0,Action,5.6,26.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Masum Ali,Sadashiv Amrapurkar,5.543406229290921,5.777777777777778,5.777777777777778,5.6,4.814285714285714
Agneepath,1990.0,174.0,Action,7.7,8500.0,Mukul Anand,Amitabh Bachchan,Mithun Chakraborty,Madhavi,5.543406229290921,6.1125,6.122340425531915,5.651515151515151,6.44
Agni IPS,1997.0,137.0,Action,7.8,33.0,Anand P. Raju,Saroja Devi B.,Saikumar,Ranjitha,5.543406229290921,7.8,6.65,7.8,7.8
Agni Pareeksha,1981.0,130.0,Crime,6.0,22.0,Kamal Majumdar,Amol Palekar,Parikshit Sahni,Rameshwari,6.17,6.0,7.066666666666666,6.5200000000000005,6.0
Agni Sakshi,1996.0,142.0,Drama,6.1,684.0,Partho Ghosh,Jackie Shroff,Nana Patekar,Manisha Koirala,6.271282051282052,5.127272727272727,5.247222222222223,6.553846153846154,6.021428571428571
Agnichakra,1997.0,123.0,Action,3.6,53.0,Ketan Anand,Amit Suryavanshi,Naseeruddin Shah,Govinda,5.543406229290921,4.566666666666667,3.6,6.540000000000001,4.942857142857143
Agniputra,2000.0,140.0,Action,4.6,24.0,Vijay Reddy,Asrani,Mithun Chakraborty,Pinky Chinoy,5.543406229290921,5.128571428571428,5.076190476190476,5.651515151515151,4.779999999999999
Agnivarsha,2002.0,126.0,Drama,4.6,361.0,Arjun Sajnani,Jackie Shroff,Kumar Iyengar,Raveena Tandon,6.271282051282052,4.6,5.247222222222223,4.6,5.553846153846154
Agreement,1980.0,124.0,Musical,6.2,19.0,Anil Ganguly,Rekha,Utpal Dutt,Shailendra Singh,6.116470588235294,6.283333333333334,5.442857142857143,6.949999999999999,6.15
