Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
Thodi Thodi Si Manmaaniyan,2017.0,135.0,Drama,5.9,38.0,Aditya Sarpotdar,Karim Hajee,Mukesh Tiwari,Shilpa Tulaskar,6.271282051282052,6.800000000000001,5.9,5.800000000000001,5.9
Thodisi Bewafaii,1980.0,150.0,Drama,5.9,101.0,Esmayeel Shroff,Rajesh Khanna,Shabana Azmi,Siddharth,6.271282051282052,5.5,6.6,6.389655172413794,7.0
Thokar,1953.0,140.0,Drama,7.3,13.0,Lekhraj Bhakri,Shammi Kapoor,Shyama,Ravindra Kapoor,6.271282051282052,6.863636363636363,6.91875,6.291666666666667,6.75
Thoongathey Tambi Thoongathey,1983.0,137.0,Drama,6.4,108.0,S.P. Muthuraman,Kamal Haasan,Radha,Goundamani,6.271282051282052,6.2700000000000005,6.71,6.3,5.4
Three and a Half,2018.0,121.0,Drama,6.6,228.0,Dar Gai,Dheer Momaya,Arya Dave,Chandani Grover,6.271282051282052,7.0,6.6,6.6,6.6
Three Atrangi Jai-Veeru-Gabbar,2015.0,124.0,Comedy,5.9,7.0,Abhishek Utkarsh Deokar,Bonnie Juneja,Manoj Sharma,Gurdev Bhullar,5.838155136268345,5.9,5.9,5.9,5.9
Three,2009.0,121.0,Drama,5.8,68.0,Vishal Pandya,Aashish Chaudhary,Akshay Kapoor,Nausheen Ali Sardar,6.271282051282052,4.4799999999999995,5.8,5.699999999999999,5.8
Through the Eyelashes,1978.0,135.0,Drama,7.1,378.0,Hiren Nag,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri,6.271282051282052,6.2,7.2,5.791666666666667,6.1000000000000005
Thugs of Hindostan,2018.0,164.0,Action,4.1,18219.0,Vijay Krishna Acharya,Aamir Khan,Amitabh Bachchan,Katrina Kaif,5.543406229290921,4.466666666666667,6.906896551724138,6.504166666666666,5.125
Thunaivan,1969.0,155.0,Drama,4.8,8.0,M.A. Thirumugham,V. Gopalakrishnan,Showkar Janaki,Nagesh,6.271282051282052,5.8999999999999995,4.8,4.8,4.8
Tiger,2016.0,130.0,Action,6.4,45.0,Sartaj Singh Pannu,Sippy Gill,Ihana Dhillon,Yograj Singh,5.543406229290921,6.4,6.4,6.4,6.4
Tiger Zinda Hai,2017.0,161.0,Action,5.9,25732.0,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Anupriya Goenka,5.543406229290921,5.2,5.223529411764705,5.7555555555555555,5.25
Tigers,2014.0,94.0,Drama,7.3,1553.0,Danis Tanovic,Emraan Hashmi,Geetanjali Thapa,Danny Huston,6.271282051282052,7.3,5.504347826086956,7.1499999999999995,7.3
Tikli and Laxmi Bomb,2017.0,151.0,Drama,7.9,1785.0,Aditya Kripalani,Chitrangada Chakraborty,Vibhawari Deshpande,Saharsh Kumar Shukla,6.271282051282052,7.766666666666667,7.9,7.9,7.9
Time Out,2015.0,98.0,Drama,5.9,338.0,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri,Kaamya Sharma,6.271282051282052,5.9,5.9,5.9,5.9
Time Pass,2005.0,88.0,Romance,4.1,35.0,Chander Mishra,Sherlyn Chopra,Tanaaz Currim Irani,Adi Irani,5.624503311258278,4.1,4.566666666666666,4.1,5.599999999999999
Time to Dance,2021.0,113.0,Musical,1.8,730.0,Stanley D'Costa,Sooraj Pancholi,Isabelle Kaif,Waluscha De Sousa,6.116470588235294,1.8,4.05,1.8,1.8
Time To Retaliate,2019.0,113.0,Crime,5.4,19.0,Kumaar Aadarsh,Alia Khan Dar,Ritesh Raghuvanshi,Vriddhi Patwa,6.17,5.375,5.4,5.4,5.4
Tinku,1977.0,135.0,Drama,6.3,22.0,Kalpataru,Tinku,Rajesh Khanna,Vinod Mehra,6.271282051282052,5.6923076923076925,6.3,6.359999999999999,6.033333333333333
Tirangaa,1992.0,168.0,Action,6.9,1874.0,Mehul Kumar,Raaj Kumar,Nana Patekar,Deepak Shirke,5.543406229290921,5.45,6.014285714285714,6.553846153846154,6.9
Tirchhi Topiwale,1998.0,144.0,Comedy,5.0,53.0,Nadeem Khan,Inder Kumar,Chunky Panday,Monica Bedi,5.838155136268345,5.0,5.2,5.766666666666667,4.45
Tishnagi,2018.0,136.0,Romance,4.1,27.0,Sameer Khan,Shrivastava Anushka,Israil Khan,Sarthak Pradhan,5.624503311258278,4.05,4.1,4.1,4.1
Titli,2014.0,116.0,Action,7.6,4483.0,Kanu Behl,Shashank Arora,Ranvir Shorey,Shivani Raghuvanshi,5.543406229290921,7.6,6.65,5.957142857142857,7.6
Titoo MBA,2014.0,111.0,Comedy,4.3,100.0,Amit Singh,Vats Amit,Nishant Dahiya,Pragya Jaiswal,5.838155136268345,4.3,4.3,4.3,4.3
To B or Not to B,2016.0,113.0,Drama,6.7,10.0,Vierendrra Lalit,Rahul Roy,Vivek Srivastav,Akansha Shivhare,6.271282051282052,7.300000000000001,5.75,6.7,7.300000000000001
To Fall in Love,2000.0,159.0,Comedy,4.4,2099.0,K. Muralimohana Rao,Kashmira Shah,Salman Khan,Jackie Shroff,5.838155136268345,4.3375,4.75,5.294117647058823,5.535294117647059
Toba Tek Singh,2018.0,75.0,Drama,6.9,118.0,Ketan Mehta,Pankaj Kapur,Vinay Pathak,N.K. Pant,6.271282051282052,6.8,7.171428571428572,6.459999999999999,6.9
Toh Baat Pakki,2010.0,122.0,Comedy,5.1,374.0,Kedar Shinde,Tabu,Sharman Joshi,Yuvika Chaudhary,5.838155136268345,5.1,5.557142857142857,5.05,6.133333333333333
Tohfa,1984.0,159.0,Drama,5.2,121.0,K. Raghavendra Rao,Jeetendra,Jaya Prada,Sridevi,6.271282051282052,5.553333333333333,5.389411764705883,5.615,4.8
Tohfa Mohabbat Ka,1988.0,150.0,Drama,5.5,30.0,Ram Govind,Preeti Ganguli,Ram Govind,Govinda,6.271282051282052,5.5,6.7,5.5,4.942857142857143
Toilet,2017.0,155.0,Comedy,7.2,18889.0,Shree Narayan Singh,Anupam Kher,Akshay Kumar,Bhumi Pednekar,5.838155136268345,6.133333333333333,5.873333333333333,5.564285714285715,7.2
Tom,2006.0,137.0,Action,3.2,557.0,Deepak Tijori,Rakesh Bedi,Bobby Darling,Avtar Gill,5.543406229290921,4.34,4.825,3.6333333333333333,4.58
Tony,2018.0,124.0,Thriller,7.9,485.0,Vipul K. Rawal,Mahesh Jilowa,Yashodhan Rana,Manoj Chandila,5.382558139534884,7.9,7.9,7.9,7.9
Toofan,1989.0,174.0,Action,4.9,719.0,Ketan Desai,Amitabh Bachchan,Meenakshi Sheshadri,Amrita Singh,5.543406229290921,5.3,6.122340425531915,5.614285714285714,5.153333333333333
Toofani Tarzan,1937.0,112.0,Adventure,3.4,11.0,Homi Wadia,John Cawas,Gulshan,Boman Shroff,6.188,5.49,3.4,3.4,3.4
Toonpur Ka Superrhero,2010.0,95.0,Animation,4.2,746.0,Kireet Khurana,Ajay Devgn,Kajol,Ameya Pandya,6.0736842105263165,6.449999999999999,5.603448275862069,6.45,4.2
Toote Khilone,1978.0,136.0,Drama,5.7,12.0,Ketan Anand,Shekhar Kapur,Shabana Azmi,Urmila Bhatt,6.271282051282052,4.566666666666667,6.233333333333333,6.389655172413794,5.383333333333333
Tope,2016.0,87.0,Drama,5.4,34.0,Buddhadev Dasgupta,Krishnendu Adhikari,Biswarup Biswas,Ananya Chatterjee,6.271282051282052,6.125,5.4,5.4,5.65
Topless,2005.0,112.0,Drama,2.6,11.0,Nabh Kumar 'Raju',K. Gauri,Tarun Khanna,Shweta Menon,6.271282051282052,3.95,2.6,2.6,2.6
Torbaaz,2020.0,133.0,Action,6.8,5289.0,Girish Malik,Sanjay Dutt,Nargis Fakhri,Rahul Dev,5.543406229290921,6.75,5.255357142857143,6.56,5.166666666666667
Total Dhamaal,2019.0,130.0,Action,4.2,5649.0,Indra Kumar,Ajay Devgn,Anil Kapoor,Madhuri Dixit,5.543406229290921,5.392307692307692,5.603448275862069,5.3826086956521735,5.423076923076923
Total Siyapaa,2014.0,108.0,Comedy,5.0,2881.0,Eeshwar Nivas,Ali Zafar,Yami Gautam,Anupam Kher,5.838155136268345,5.716666666666666,5.825,6.025,5.445454545454545
Tottaa Pataaka Item Maal,2019.0,107.0,Drama,7.6,1361.0,Aditya Kripalani,Ahmareen Anjum,Chitrangada Chakraborty,Sonal Joshi,6.271282051282052,7.766666666666667,7.699999999999999,7.699999999999999,7.6
Touhean,1989.0,135.0,Drama,6.3,9.0,Madan Joshi,Raj Babbar,Dimple Kapadia,Padmini Kolhapure,6.271282051282052,6.3,5.78421052631579,5.482608695652174,5.644444444444444
Traffic,2016.0,104.0,Adventure,6.7,2478.0,Rajesh Pillai,Manoj Bajpayee,Jimmy Sheirgill,Divya Dutta,6.188,6.7,6.695833333333333,5.72,5.5375
Traffic Signal,2007.0,130.0,Drama,6.5,1544.0,Madhur Bhandarkar,Kunal Khemu,Neetu Chandra,Upendra Limaye,6.271282051282052,6.1000000000000005,6.325,6.3999999999999995,5.1
Train Station,2015.0,97.0,Crime,5.6,144.0,Xavier Agudo,Tony Pietra Arjuna,Ryan Bajornas,Surya Balakrishnan,6.17,5.6,5.6,5.6,5.6
Train to Pakistan,1998.0,111.0,Drama,6.7,245.0,Pamela Rooks,Mohan Agashe,Nirmal Pandey,Rajit Kapoor,6.271282051282052,6.7,6.6375,7.15,6.557142857142857
Trapped,2016.0,105.0,Drama,7.6,11216.0,Vikramaditya Motwane,Rajkummar Rao,Geetanjali Thapa,Shiladitya Sen,6.271282051282052,7.35,6.970000000000001,7.1499999999999995,7.6
Trapped in Tradition,2011.0,107.0,Crime,5.3,89.0,Ashok Nanda,Deepti Naval,Vijay Raaz,Meghna Naidu,6.17,4.966666666666666,5.86,5.96,5.3
Tribhanga,2021.0,95.0,Drama,6.1,2508.0,Renuka Shahane,Kajol,Tanvi Azmi,Mithila Palkar,6.271282051282052,6.1,5.614285714285714,6.5,6.85
Tridev,1989.0,173.0,Action,6.3,1873.0,Rajiv Rai,Sunny Deol,Naseeruddin Shah,Jackie Shroff,5.543406229290921,6.116666666666667,5.251063829787234,6.540000000000001,5.535294117647059
Trikal ,1985.0,137.0,Drama,7.0,255.0,Shyam Benegal,Leela Naidu,Neena Gupta,Anita Kanwar,6.271282051282052,7.25,7.0,6.733333333333333,7.0
Trimurti,1995.0,187.0,Action,4.8,2516.0,Mukul Anand,Jackie Shroff,Anil Kapoor,Shah Rukh Khan,5.543406229290921,6.1125,5.247222222222223,5.3826086956521735,6.333333333333333
Trinetra,1991.0,157.0,Action,5.1,75.0,Harry Baweja,Mahesh Anand,Arun Bakshi,Laxmikant Berde,5.543406229290921,5.325,5.05,5.016666666666667,5.228571428571429
Trip to Bhangarh,2014.0,113.0,Horror,2.4,266.0,Jitendra Pawar,Manish Chaudhary,Suzanna Mukherjee,Piyush Raina,4.68655462184874,2.4,3.7,3.5,2.4
Trishagni,1988.0,114.0,Drama,7.3,63.0,Nabendu Ghosh,Nana Patekar,Pallavi Joshi,Alok Nath,6.271282051282052,7.3,6.333333333333333,7.449999999999999,5.725
Trishna,1978.0,127.0,Drama,7.2,48.0,Anil Ganguly,Shashi Kapoor,Sanjeev Kumar,Rakhee Gulzar,6.271282051282052,6.283333333333334,6.313513513513513,6.673913043478261,6.972727272727273
Trishul,1978.0,167.0,Action,7.7,2086.0,Yash Chopra,Amitabh Bachchan,Sanjeev Kumar,Shashi Kapoor,5.543406229290921,6.955,6.122340425531915,6.673913043478261,6.3
Triveni,1985.0,131.0,Crime,5.2,6.0,Rajan Thakur,Rati Agnihotri,Raj Babbar,Urmila Bhatt,6.17,5.2,5.766666666666667,5.311764705882353,5.383333333333333
Triyacharitra,1994.0,120.0,Drama,7.3,73.0,Basu Chatterjee,Rajeshwari Sachdev,S.M. Zaheer,Mansi Upadhyay,6.271282051282052,6.7318181818181815,7.4,7.3,7.3
Tryst with Destiny,2020.0,96.0,Drama,8.0,13.0,Prashant Nair,Suhasini,Vineet Kumar Singh,Jaideep Ahlawat,6.271282051282052,6.933333333333334,8.0,8.0,5.533333333333334
Tu Chor Main Sipahi,1996.0,153.0,Action,5.2,1307.0,Guddu Dhanoa,Akshay Kumar,Saif Ali Khan,Tabu,5.543406229290921,4.87,5.474647887323943,5.970000000000001,5.964285714285714
Tubelight,2017.0,136.0,Drama,3.8,17774.0,Kabir Khan,Salman Khan,Sohail Khan,Om Puri,6.271282051282052,6.133333333333333,5.223529411764705,4.55,6.096
Tuesdays and Fridays,2021.0,106.0,Comedy,4.5,574.0,Taranveer Singh,Anmol Dhillon,Jhataleka Malhotra,Niki Walia,5.838155136268345,4.5,4.5,4.5,4.5
Tujhe Meri Kasam,2003.0,155.0,Romance,6.4,370.0,Vijay K. Bhaskar,Riteish Deshmukh,Genelia D'Souza,Shakti Kapoor,5.624503311258278,6.4,5.185714285714285,6.18,5.442857142857143
Tujhse He Raabta,2015.0,88.0,Drama,6.2,11.0,Nivedita Basu,Sara Khan,Yasir Shah,Zara Barring,6.271282051282052,6.2,6.2,6.2,6.2
Tulsi Vivah,1971.0,162.0,Adventure,6.6,18.0,Chandrakant,Abhi Bhattacharya,Jayshree Gadkar,Geetanjali,6.188,6.216666666666666,7.125,6.033333333333334,6.6
Tulsi,2008.0,134.0,Drama,6.0,83.0,Ajay Kumar,Manisha Koirala,Irrfan Khan,Sadashiv Amrapurkar,6.271282051282052,6.0,4.588888888888889,5.807142857142857,4.814285714285714
Tum Bin 2,2016.0,147.0,Drama,4.8,1187.0,Anubhav Sinha,Peter Pedrero,Neha Sharma,Aditya Seal,6.271282051282052,5.67,4.8,5.04,5.55
Tum Bin,2001.0,158.0,Drama,7.5,3259.0,Anubhav Sinha,Priyanshu Chatterjee,Himanshu Malik,Sandali Sinha,6.271282051282052,5.67,6.3500000000000005,7.5,7.5
Tum Haseen Main Jawan,1970.0,148.0,Comedy,7.0,87.0,Bhappi Sonie,Dharmendra,Hema Malini,Rajendranath Malhotra,5.838155136268345,6.533333333333334,5.924691358024691,6.2318181818181815,6.7
Tum Ho Yaara,2011.0,135.0,Drama,3.9,24.0,Dr. Jay,Natty Kumar,Ganesh Venkatraman,Kalpana Pandit,6.271282051282052,3.9,3.9,3.9,5.05
Tum Mere Ho,1990.0,129.0,Fantasy,4.7,879.0,Tahir Hussain,Aamir Khan,Juhi Chawla,Ajit Vachani,6.2,4.7,6.906896551724138,5.819354838709677,4.7
Tum Mile,2009.0,140.0,Drama,5.0,1530.0,Kunal Deshmukh,Emraan Hashmi,Soha Ali Khan,Prerna Chawla,6.271282051282052,6.05,5.504347826086956,5.971428571428571,5.0
Tum Milo Toh Sahi,2010.0,128.0,Comedy,5.6,463.0,Kabir Sadanand,Nana Patekar,Dimple Kapadia,Sunil Shetty,5.838155136268345,4.766666666666667,6.333333333333333,5.482608695652174,5.872727272727272
Tum Se Achcha Kaun Hai,2002.0,150.0,Drama,4.6,200.0,Deepak Anand,Nakul Kapoor,Aarti Chhabria,Kim Sharma,6.271282051282052,5.5,4.6,5.1000000000000005,4.65
Tum,2004.0,150.0,Drama,2.4,182.0,Aruna Raje,Manisha Koirala,Karann Nathh,Rajat Kapoor,6.271282051282052,4.8,4.588888888888889,2.4,6.333333333333333
Tumbbad,2018.0,104.0,Drama,8.3,32920.0,Rahi Anil Barve,Anand Gandhi,Adesh Prasad,Sohum Shah,6.271282051282052,8.3,8.3,8.3,6.7
Tumhare Bina,1982.0,139.0,Drama,5.6,11.0,Satyen Bose,Suresh Oberoi,Swaroop Sampat,Master Ravi,6.271282051282052,6.7823529411764705,5.949999999999999,6.5,5.6
Tumhari Kassam,1978.0,136.0,Romance,6.1,19.0,Ravi Chopra,Jeetendra,Navin Nischol,Moushumi Chatterjee,5.624503311258278,5.8428571428571425,5.389411764705883,6.2,6.263636363636365
Tumhari Sulu,2017.0,150.0,Comedy,7.0,4761.0,Suresh Triveni,Vidya Balan,Manav Kaul,Neha Dhupia,5.838155136268345,7.0,6.8,6.08,4.75
Tumko Na Bhool Paayenge,2002.0,160.0,Action,5.6,2787.0,Pankaj Parashar,Pankaj Dheer,Arbaaz Khan,Salman Khan,5.543406229290921,5.922222222222222,4.199999999999999,6.35,5.2555555555555555
Tumsa Nahin Dekha,1957.0,156.0,Musical,7.0,121.0,Nasir Hussain,Shammi Kapoor,Ameeta,Pran,6.116470588235294,6.87,6.91875,6.233333333333333,6.39811320754717
Tumse Achha Kaun Hai,1969.0,108.0,Comedy,6.5,80.0,Pramod Chakravorty,Shammi Kapoor,Babita Kapoor,Mehmood,5.838155136268345,6.484615384615385,6.91875,6.199999999999999,6.54
Tunnu Ki Tina,1996.0,120.0,Comedy,5.9,16.0,Paresh Kamdar,Sunil Barve,Rohini Hattangadi,Rajeshwari Sachdev,5.838155136268345,5.9,5.9,6.5,5.666666666666667
Turning 30,2011.0,121.0,Comedy,5.1,369.0,Alankrita Shrivastava,Gul Panag,Purab Kohli,Sid Makkar,5.838155136268345,5.766666666666667,4.5,6.125,5.1
Turup ,2017.0,72.0,Drama,8.1,43.0,Ektara Collective,Moulina Midde,Sheela Rawat,Madhu Bhagat,6.271282051282052,8.1,8.1,8.1,8.1
Tutak Tutak Tutiya,2016.0,138.0,Comedy,5.5,744.0,A.L. Vijay,Sonu Sood,Rajiv Thakur,Rj Ajay,5.838155136268345,5.5,5.2,5.5,5.5
Tutiya Dil,2012.0,127.0,Romance,5.0,34.0,Amit Khanna,Sidhant Kapur,Iris Maity,Suzanna Mukherjee,5.624503311258278,5.466666666666666,5.0,5.0,4.7
Twisted Trunk,2013.0,92.0,Comedy,6.9,75.0,Punarvasu Naik,Vijay Maurya,Naman Jain,Usha Nadkarni,5.838155136268345,6.9,6.9,6.9,6.35
Tyagi,1992.0,145.0,Drama,4.8,57.0,K.C. Bokadia,Rajinikanth,Jaya Prada,Himalaya,6.271282051282052,4.046153846153846,6.104,5.615,4.8
Typecaste,2017.0,100.0,Comedy,6.8,45.0,Sourabh Shrivastava,Sorabh Chauhan,Aditi Sudhir Pohankar,Rajiv Ranjan,5.838155136268345,5.825,6.8,6.8,6.8
U Me Aur Hum,2008.0,156.0,Drama,5.9,2443.0,Ajay Devgn,Ajay Devgn,Kajol,Sumeet Raghvan,6.271282051282052,6.050000000000001,5.603448275862069,6.45,5.9
U R My Jaan,2011.0,140.0,Romance,5.8,95.0,Aron Govil,Mikaal,Preeti Soni,Himani Shivpuri,5.624503311258278,5.8,5.8,5.8,5.8
U,2017.0,90.0,Romance,6.6,56.0,Abhay Chhabra,Omkar Kapoor,Simran Kaur Mundi,Sanyukta Timsina,5.624503311258278,6.6,6.6,5.949999999999999,6.6
Udaan,1997.0,128.0,Action,4.5,142.0,Asrani,Rekha,Saif Ali Khan,Madhoo,5.543406229290921,5.7,5.442857142857143,5.970000000000001,4.9
Udanchhoo,2018.0,123.0,Comedy,3.5,43.0,Vipin Parashar,Prem Chopra,Ashutosh Rana,Rajniesh Duggall,5.838155136268345,3.5,3.3,5.033333333333333,5.125
Udhar Ka Sindur,1976.0,136.0,Drama,5.0,21.0,Chander Vohra,Jeetendra,Reena Roy,Asha Parekh,6.271282051282052,5.633333333333333,5.389411764705883,6.041666666666667,6.3
Udta Punjab,2016.0,148.0,Action,7.8,28010.0,Abhishek Chaubey,Shahid Kapoor,Alia Bhatt,Kareena Kapoor,5.543406229290921,7.575,5.821052631578947,5.6000000000000005,5.828571428571428
Ugly,2013.0,128.0,Crime,8.0,20709.0,Anurag Kashyap,Rahul Bhatt,Ronit Roy,Tejaswini Kolhapure,6.17,7.3500000000000005,7.65,8.0,8.0
Ugly Aur Pagli,2008.0,117.0,Comedy,3.7,710.0,Sachin Kamlakar Khot,Mallika Sherawat,Ranvir Shorey,Bharti Achrekar,5.838155136268345,3.7,3.5200000000000005,5.957142857142857,3.7
Ujala,1959.0,109.0,Crime,6.8,61.0,Naresh Saigal,Mala Sinha,Shammi Kapoor,Raaj Kumar,6.17,6.775,6.62,6.542857142857143,6.9
Ujala Hi Ujala,1974.0,124.0,Drama,6.2,10.0,S.M. Sagar,Vinod Mehra,Yogeeta Bali,Rakesh Pandey,6.271282051282052,5.575,5.7,5.566666666666666,6.05
Ujda Chaman,2019.0,120.0,Comedy,6.9,4944.0,Abhishek Pathak,Danish Singh,Navinder Pal Singh,Sunny Singh Nijjar,5.838155136268345,6.9,6.9,6.9,5.966666666666666
Uljhan,1975.0,137.0,Mystery,6.5,86.0,Raghunath Jhalani,Ashok Kumar,Sanjeev Kumar,Sulakshana Pandit,5.898148148148148,6.4,6.5458823529411765,6.673913043478261,5.633333333333333
Umakant Pandey Purush Ya,2019.0,120.0,Biography,7.0,49.0,Ajeet Kumar,Rishi Bhummi,Amit Goel,Mayak Jain,6.674025974025974,7.0,7.0,7.0,7.0
Umang,1970.0,134.0,Drama,4.4,7.0,Atma Ram,Satish Kumar,Rehman,Subhash Ghai,6.271282051282052,5.763636363636364,4.4,4.4,4.4
Umar,2006.0,135.0,Crime,5.5,68.0,Karan Razdan,Jimmy Sheirgill,Shenaz Treasury,Kader Khan,6.17,3.8000000000000003,5.444444444444445,4.533333333333333,5.26
Umar 55 Ki Dil Bachpan Ka,1992.0,151.0,Comedy,4.2,44.0,Ajay Mehra,Kader Khan,Akshay Anand,Ruchika Panday,5.838155136268345,4.5,4.2,4.5,4.2
Umbartha,1982.0,151.0,Drama,6.6,128.0,Jabbar Patel,Smita Patil,Girish Karnad,Shrikant Moghe,6.271282051282052,6.8,6.628571428571428,6.366666666666667,6.6
Umformung,2014.0,126.0,Drama,5.5,10.0,Sudeep Ranjan Sarkar,Sanjay Bhatia,Sushil Bhosale,Parijaat Chakraborty,6.271282051282052,5.5,5.5,5.5,5.5
Umrao Jaan,2006.0,188.0,Drama,5.5,1858.0,J.P. Dutta,Aishwarya Rai Bachchan,Shabana Azmi,Sunil Shetty,6.271282051282052,6.1,6.05,6.389655172413794,5.872727272727272
Umrika,2015.0,98.0,Comedy,6.6,1328.0,Prashant Nair,Aashish Bhatt,Uplaksh Kochhar,Megh Pant,5.838155136268345,6.933333333333334,6.6,6.6,6.6
Under the Same Sun,2015.0,93.0,Drama,8.2,20.0,Mitra Sen,Karamveer Choudhary,Rucha Inamdar,Motilal Khan,6.271282051282052,8.2,8.2,6.449999999999999,8.2
Undertrial,2007.0,142.0,Crime,6.6,242.0,Aziz Khan,Rajpal Yadav,Kader Khan,Prem Chopra,6.17,6.6,5.785714285714286,4.8,6.253333333333333
Unees Bees,1980.0,125.0,Drama,5.8,17.0,Swaroop Kumar,Rakesh Roshan,Ranjeeta Kaur,Mithun Chakraborty,6.271282051282052,4.642857142857143,5.733333333333333,5.791666666666667,5.826923076923077
Unfreedom,2014.0,102.0,Crime,5.1,1885.0,Raj Amit Kumar,Victor Banerjee,Adil Hussain,Bhanu Uday,6.17,5.1,6.588888888888889,6.449999999999999,5.1
Ungli,2014.0,114.0,Crime,5.7,3663.0,Renzil D'Silva,Randeep Hooda,Emraan Hashmi,Shraddha Kapoor,6.17,5.7,5.95,6.014285714285714,5.08
Unicorn,1996.0,90.0,Drama,4.2,19.0,Pablo César,Yasef Calderón,Romina Barbar,Hukum Singh,6.271282051282052,4.2,4.2,4.2,4.2
Union Leader,2017.0,106.0,Drama,7.3,694.0,Sanjay Patel,Rahul Bhatt,Tillotama Shome,Zala Akash,6.271282051282052,7.3,7.65,7.35,7.3
Unmatta,2019.0,106.0,Action,6.5,19.0,Mahesh Rajmane,Vikas Bangar,Aarushi Vedikha,Purneima Dey,5.543406229290921,6.5,6.5,6.5,6.5
Unns,2006.0,145.0,Drama,3.3,39.0,Bhupender Gupta,Juhi Babbar,Chitrapama,Sanjay Kapoor,6.271282051282052,3.3,3.3,3.3,4.25
Unpaused,2020.0,113.0,Drama,7.0,2057.0,Nikkhil Advani,Avinash Arun,Tannishtha Chatterjee,Krishna D.K.,6.271282051282052,6.066666666666666,7.0,7.033333333333334,7.0
Upeksha,2019.0,137.0,Family,7.8,9.0,Ravinddra Khare,Neha Joshi,Razak Khan,Ravinddra Khare,6.32,6.033333333333334,7.8,5.5,7.8
Uphaar,1971.0,122.0,Family,7.2,78.0,Sudhendu Roy,Swarup Dutt,Jaya Bachchan,Suresh Chatwal,6.32,6.8999999999999995,7.2,7.10625,5.933333333333334
Upkar,1967.0,175.0,Drama,7.5,550.0,Manoj Kumar,Asha Parekh,Manoj Kumar,Prem Chopra,6.271282051282052,6.416666666666667,6.8,7.06923076923077,6.253333333333333
Upstarts,2019.0,112.0,Drama,6.7,736.0,Udai Singh Pawar,Naved Aslam,Sandeep Bhardwaj,Ranjit Deval,6.271282051282052,6.7,6.7,6.7,6.7
Uran Khatola,1955.0,151.0,Comedy,7.4,64.0,S.U. Sunny,Dilip Kumar,Nimmi,Surya Kumari,5.838155136268345,7.25,7.019230769230769,6.985714285714286,7.4
Uri,2018.0,138.0,Action,8.2,45981.0,Aditya Dhar,Vicky Kaushal,Paresh Rawal,Mohit Raina,5.543406229290921,8.2,7.166666666666667,6.566666666666666,8.2
Used,2019.0,57.0,Drama,7.1,20.0,Paresh Vinodray Savani,Manoj Chandila,Sudha Chandran,Prveshika Chauhan,6.271282051282052,7.066666666666666,7.1,6.5,7.1
Uski Roti,1970.0,110.0,Drama,6.9,420.0,Mani Kaul,Gurdeep Singh,Garima,Savita Bajaj,6.271282051282052,7.025,6.9,6.9,6.9
Usne Kaha Tha,1960.0,150.0,Drama,6.8,28.0,Moni Bhattacharjee,Sunil Dutt,Nanda,Durga Khote,6.271282051282052,6.699999999999999,6.3375,6.6066666666666665,6.8
Ustaad,1989.0,153.0,Drama,5.2,13.0,Kawal Sharma,Vinod Khanna,Asha Parekh,Jaya Prada,6.271282051282052,5.3999999999999995,5.758064516129032,6.8307692307692305,5.446153846153846
Ustadi Ustad Se,1982.0,134.0,Action,3.8,34.0,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Vinod Mehra,5.543406229290921,4.808333333333334,5.34078947368421,5.791666666666667,6.033333333333333
Ustadon Ke Ustad,1963.0,144.0,Action,7.4,35.0,Brij,Ashok Kumar,Pradeep Kumar,Shakila,5.543406229290921,6.827272727272727,6.5458823529411765,6.753333333333333,5.9399999999999995
Utopia,2015.0,85.0,Drama,5.6,101.0,Hassan Nazer,Hannah Spearritt,Andrew Shaver,Bhasker Patel,6.271282051282052,5.6,5.6,5.6,5.6
Utsav,1984.0,145.0,Drama,6.9,361.0,Girish Karnad,Rekha,Amjad Khan,Kulbhushan Kharbanda,6.271282051282052,7.2,5.442857142857143,6.9,6.2
Utt Pataang,2011.0,120.0,Comedy,6.0,306.0,Srikanth Velagaleti,Vinay Pathak,Saurabh Shukla,Mahie Gill,5.838155136268345,6.0,6.115384615384615,5.9,6.266666666666667
Uttar Dakshin,1987.0,155.0,Action,4.2,101.0,Prabhat Khanna,Rajinikanth,Jackie Shroff,Bharathi,5.543406229290921,4.2,6.104,5.046153846153846,5.5
Utthaan,2006.0,180.0,Drama,4.1,32.0,Ujjwal Chatterjee,Priyanshu Chatterjee,Neha Dhupia,Rana Jung Bahadur,6.271282051282052,4.199999999999999,6.3500000000000005,6.214285714285714,4.6000000000000005
Uuf Kya Jaadoo Mohabbat Hai,2004.0,134.0,Comedy,4.8,42.0,Manoj J. Bhatia,Akshay Anand,Nitin Arora,Sammir Dattani,5.838155136268345,5.1,3.6,4.8,5.8999999999999995
Uvaa,2015.0,138.0,Comedy,4.9,151.0,Jasbir Bijender Bhati,Om Puri,Rajit Kapoor,Manish Chaudhary,5.838155136268345,5.800000000000001,6.513333333333334,6.42,4.9
